MOUNT,"8,754",89.39%,4.34%,1.02%,0.99%,2.16%,2.10%
MUNN,"8,751",82.61%,11.71%,0.79%,0.32%,2.14%,2.43%
INIGUEZ,"8,750",2.99%,0.06%,0.27%,0.15%,0.10%,96.42%
MARQUARDT,"8,749",95.01%,0.42%,1.03%,0.33%,1.41%,1.81%
SZYMANSKI,"8,748",96.86%,0.23%,0.45%,0.19%,0.71%,1.57%
SCULLY,"8,747",93.61%,2.06%,0.62%,0.16%,1.38%,2.17%
CONTE,"8,744",89.54%,2.95%,1.22%,0.11%,1.08%,5.10%
PROVOST,"8,742",84.20%,9.55%,0.40%,1.85%,1.42%,2.57%
CONOVER,"8,738",88.98%,5.72%,0.64%,0.65%,1.66%,2.35%
BUFFINGTON,"8,738",86.85%,8.35%,0.39%,1.01%,1.38%,2.01%
MARQUIS,"8,737",87.83%,4.70%,0.66%,0.48%,1.92%,4.40%
VALVERDE,"8,737",9.25%,0.47%,0.64%,0.24%,0.21%,89.20%
BELT,"8,737",80.81%,12.89%,0.69%,1.60%,1.81%,2.21%
GOFORTH,"8,735",91.40%,3.48%,0.44%,1.20%,1.84%,1.64%
MAZUR,"8,733",95.85%,0.26%,0.48%,0.23%,1.21%,1.96%
DURAND,"8,729",73.03%,9.71%,1.28%,0.55%,1.66%,13.76%
WIMBERLY,"8,729",49.19%,44.76%,0.18%,0.54%,2.10%,3.23%
BUNTING,"8,725",86.21%,8.83%,0.64%,0.29%,1.64%,2.40%
KISH,"8,725",95.48%,0.68%,0.55%,0.34%,0.94%,2.01%
GEER,"8,717",88.24%,6.21%,0.98%,0.46%,1.72%,2.40%
FOLTZ,"8,714",95.67%,0.49%,0.46%,0.24%,1.45%,1.69%
PEAK,"8,713",77.38%,14.54%,2.30%,0.95%,1.96%,2.87%
SANTORO,"8,713",92.86%,0.24%,0.73%,0.10%,0.92%,5.14%
LANNING,"8,711",94.40%,0.56%,0.86%,0.67%,1.40%,2.11%
PLASCENCIA,"8,710",1.99%,0.08%,0.10%,0.07%,0.07%,97.69%
BURKHARDT,"8,707",94.59%,1.27%,0.60%,0.25%,1.25%,2.03%
AUTRY,"8,704",73.48%,20.68%,0.45%,0.56%,1.96%,2.86%
SARABIA,"8,695",4.49%,0.15%,3.78%,0.29%,0.36%,90.94%
SLATTERY,"8,695",95.83%,0.24%,0.46%,0.23%,1.08%,2.16%
TESTA,"8,694",91.36%,1.13%,0.94%,0.18%,1.09%,5.29%
TENNANT,"8,693",87.96%,7.58%,0.60%,0.37%,1.53%,1.97%
SANTOYO,"8,692",3.70%,0.15%,0.67%,0.14%,0.09%,95.25%
PETERMAN,"8,690",90.72%,4.13%,0.61%,0.59%,1.76%,2.19%
CLAPP,"8,689",91.90%,3.63%,0.61%,0.38%,1.54%,1.94%
PANNELL,"8,687",65.42%,28.97%,0.33%,0.55%,2.72%,2.00%
KEEL,"8,682",79.49%,13.58%,0.93%,1.69%,2.49%,1.82%
COPPOLA,"8,676",94.57%,0.12%,0.51%,0.14%,0.73%,3.94%
EMBRY,"8,675",74.01%,20.52%,1.07%,0.40%,2.13%,1.87%
HOWLAND,"8,675",92.13%,2.79%,0.47%,0.55%,1.60%,2.46%
SHORTER,"8,675",35.94%,58.16%,0.44%,0.54%,2.97%,1.95%
EARLE,"8,672",77.35%,16.96%,0.63%,0.47%,1.88%,2.70%
BRITTAIN,"8,671",89.81%,4.39%,0.63%,0.50%,1.87%,2.80%
KELSO,"8,671",86.46%,7.44%,0.50%,0.74%,2.49%,2.38%
GURLEY,"8,669",72.68%,22.44%,0.23%,0.45%,1.90%,2.30%
SAMPLES,"8,663",87.75%,7.45%,0.36%,0.51%,1.74%,2.19%
BOOTHE,"8,656",78.99%,16.71%,0.37%,0.51%,1.63%,1.80%
FREELAND,"8,653",83.51%,10.54%,0.51%,1.38%,2.09%,1.98%
FUSCO,"8,650",95.24%,0.36%,0.44%,0.07%,1.04%,2.86%
PARADA,"8,649",9.21%,0.44%,1.68%,0.27%,0.20%,88.21%
SORRELL,"8,641",76.43%,16.28%,0.41%,2.56%,2.30%,2.03%
BANNISTER,"8,639",68.65%,23.34%,1.74%,0.45%,2.67%,3.15%
HAWKS,"8,639",90.09%,4.57%,0.47%,0.90%,1.90%,2.06%
PRASAD,"8,638",3.84%,1.54%,78.97%,0.54%,13.21%,1.90%
ROMEO,"8,636",83.00%,6.40%,1.57%,0.20%,1.19%,7.63%
LIGHTFOOT,"8,634",59.50%,30.30%,0.45%,2.69%,4.81%,2.26%
SELLS,"8,633",80.46%,10.04%,0.47%,3.54%,2.71%,2.77%
TENORIO,"8,629",6.30%,0.43%,7.63%,7.54%,1.27%,76.82%
MERRICK,"8,629",81.97%,11.06%,0.92%,1.33%,1.90%,2.83%
KAYE,"8,627",89.73%,1.81%,1.23%,3.73%,1.39%,2.11%
TIJERINA,"8,626",6.78%,0.16%,0.26%,0.22%,0.24%,92.34%
AKIN,"8,626",89.93%,2.97%,1.09%,1.15%,1.97%,2.90%
ATWELL,"8,622",87.56%,7.16%,0.57%,0.88%,1.77%,2.06%
MENJIVAR,"8,622",2.34%,0.30%,0.30%,(S),(S),96.94%
GILBERTSON,"8,621",95.68%,0.35%,0.78%,0.29%,1.24%,1.66%
MERAZ,"8,616",3.81%,0.30%,0.20%,0.19%,0.09%,95.42%
SHANAHAN,"8,616",94.82%,0.24%,1.02%,0.19%,1.20%,2.53%
IBANEZ,"8,614",5.94%,0.35%,8.01%,0.31%,1.00%,84.39%
CRUSE,"8,614",78.23%,14.35%,0.71%,0.55%,2.33%,3.83%
HERNANDES,"8,612",4.33%,0.27%,0.49%,0.08%,0.16%,94.67%
GARRIDO,"8,605",8.96%,0.56%,7.01%,0.09%,1.73%,81.65%
SPALDING,"8,601",88.16%,6.01%,0.62%,0.90%,1.81%,2.50%
DEANDA,"8,600",6.91%,0.58%,0.67%,0.52%,0.19%,91.13%
CALABRESE,"8,599",94.87%,0.50%,0.69%,0.22%,0.93%,2.79%
MATHENY,"8,595",92.11%,3.09%,0.52%,0.54%,1.63%,2.11%
YUAN,"8,588",1.62%,(S),96.43%,(S),1.28%,0.42%
HARBIN,"8,587",79.75%,15.41%,0.47%,0.55%,1.86%,1.97%
MOLNAR,"8,586",95.70%,0.16%,0.54%,0.15%,0.99%,2.46%
GOUGH,"8,584",85.37%,9.03%,1.03%,0.35%,1.63%,2.60%
BANDY,"8,582",79.54%,14.43%,1.03%,0.65%,1.79%,2.56%
MONCADA,"8,574",7.69%,0.26%,1.31%,0.09%,0.28%,90.38%
CHAVIRA,"8,573",4.08%,0.09%,0.27%,0.13%,0.13%,95.30%
DOUCETTE,"8,573",89.08%,6.31%,0.54%,0.55%,1.54%,1.98%
SLAGLE,"8,573",95.07%,0.27%,0.55%,0.41%,1.24%,2.47%
WELKER,"8,566",94.36%,0.93%,0.49%,0.61%,1.60%,2.01%
TERAN,"8,557",10.25%,1.16%,0.90%,0.29%,0.36%,87.04%
GAINEY,"8,556",67.48%,27.86%,0.34%,0.46%,2.19%,1.67%
HEINRICH,"8,552",94.94%,0.54%,0.54%,0.29%,1.23%,2.47%
VETTER,"8,550",95.49%,0.55%,0.49%,0.53%,0.84%,2.11%
CARDEN,"8,548",89.05%,5.47%,0.62%,0.97%,1.50%,2.39%
MENESES,"8,548",14.27%,0.49%,11.94%,0.19%,1.05%,72.05%
TRICE,"8,546",41.91%,51.18%,0.53%,0.41%,3.81%,2.15%
MCCALLISTER,"8,545",86.90%,8.25%,0.51%,0.42%,2.14%,1.77%
KOSS,"8,544",79.45%,15.13%,0.47%,0.55%,1.81%,2.59%
SHIFFLETT,"8,544",95.80%,0.63%,0.36%,0.29%,1.42%,1.50%
BURLEY,"8,542",62.00%,32.36%,0.50%,0.75%,2.59%,1.80%
FRIES,"8,540",94.04%,1.07%,0.67%,0.25%,1.26%,2.72%
JOBE,"8,536",81.90%,12.50%,0.66%,0.61%,2.07%,2.26%
RAYBURN,"8,532",92.87%,2.19%,0.47%,0.38%,1.50%,2.59%
HUNDLEY,"8,532",79.84%,14.90%,0.60%,0.46%,1.83%,2.38%
MCCORKLE,"8,529",75.81%,19.28%,0.38%,0.57%,1.96%,2.00%
BOSS,"8,529",86.69%,8.44%,0.55%,0.72%,1.64%,1.96%
WOZNIAK,"8,526",96.27%,0.18%,0.41%,0.20%,1.08%,1.86%
ASBURY,"8,522",85.67%,9.29%,0.61%,0.70%,1.72%,1.99%
MOSIER,"8,522",93.63%,0.97%,0.67%,0.99%,1.81%,1.94%
PETRIE,"8,520",91.01%,3.99%,0.45%,0.31%,1.65%,2.59%
ELLIOT,"8,518",76.68%,16.39%,0.89%,0.74%,2.01%,3.29%
ARGUELLO,"8,518",8.28%,0.19%,0.38%,0.21%,0.21%,90.74%
FULLERTON,"8,517",88.73%,6.00%,0.86%,0.60%,1.70%,2.11%
SHARKEY,"8,514",87.32%,7.48%,0.69%,0.81%,1.39%,2.31%
SCHULZE,"8,509",95.05%,0.41%,0.59%,0.28%,1.32%,2.35%
SHUMAKER,"8,508",93.91%,2.94%,0.41%,0.18%,1.27%,1.29%
COUTURE,"8,508",93.50%,0.46%,0.71%,1.63%,2.09%,1.61%
BONTRAGER,"8,507",97.97%,0.24%,0.14%,0.14%,0.61%,0.91%
HARGIS,"8,503",90.26%,3.96%,0.41%,0.81%,2.03%,2.52%
VARNEY,"8,502",94.82%,0.92%,0.82%,0.24%,1.47%,1.73%
SIDDIQUI,"8,502",3.90%,0.29%,90.46%,0.34%,3.85%,1.15%
PAINE,"8,501",90.01%,3.07%,0.96%,0.64%,1.93%,3.39%
BARBOZA,"8,497",20.05%,4.01%,1.32%,0.26%,1.58%,72.78%
GONSALVES,"8,494",60.41%,10.58%,7.92%,0.95%,7.49%,12.64%
DAYTON,"8,494",91.78%,2.04%,0.68%,1.13%,1.85%,2.52%
LOUIE,"8,485",8.05%,3.41%,78.63%,1.52%,5.62%,2.77%
CANDELARIA,"8,483",11.29%,0.59%,3.47%,2.88%,0.75%,81.02%
LIAO,"8,482",1.56%,(S),95.91%,(S),1.73%,0.66%
BARNETTE,"8,480",77.74%,17.54%,0.38%,0.90%,1.52%,1.93%
BATTS,"8,473",42.95%,52.07%,0.39%,0.30%,2.24%,2.05%
MONTELONGO,"8,472",4.30%,0.21%,0.22%,0.35%,0.08%,94.83%
CASTEEL,"8,472",88.34%,4.86%,0.47%,0.99%,1.71%,3.62%
LEMAY,"8,471",90.79%,3.80%,0.78%,0.81%,1.85%,1.96%
WASSON,"8,471",90.12%,2.77%,1.11%,1.16%,2.04%,2.80%
CARTAGENA,"8,467",4.38%,0.92%,1.16%,0.12%,0.28%,93.14%
COONS,"8,466",92.87%,1.63%,0.67%,0.82%,1.56%,2.46%
PAGANO,"8,465",92.17%,0.28%,0.63%,0.18%,0.71%,6.04%
RIDDICK,"8,464",25.38%,68.38%,0.34%,0.34%,2.98%,2.58%
GILLEN,"8,462",90.25%,1.54%,0.77%,0.77%,1.54%,5.14%
KERSEY,"8,459",82.31%,12.29%,0.61%,0.47%,2.07%,2.23%
GORHAM,"8,458",70.83%,23.15%,0.47%,0.34%,1.73%,3.48%
CAI,"8,457",1.54%,(S),95.83%,(S),1.08%,0.91%
GRIEGO,"8,456",14.56%,0.24%,0.39%,0.78%,0.41%,83.62%
MCLENDON,"8,453",67.63%,27.27%,0.20%,0.56%,2.30%,2.05%
FORSYTH,"8,450",93.85%,1.20%,0.63%,0.36%,1.35%,2.63%
PINKERTON,"8,446",90.99%,3.39%,0.82%,0.96%,1.81%,2.04%
STURGILL,"8,444",95.76%,0.56%,0.30%,0.52%,1.47%,1.40%
PURNELL,"8,441",31.94%,62.22%,0.56%,0.33%,3.10%,1.85%
FAN,"8,441",2.83%,(S),94.78%,(S),1.39%,0.62%
HYLTON,"8,440",64.61%,29.11%,0.49%,0.32%,2.26%,3.21%
BEGLEY,"8,435",93.63%,1.79%,0.33%,0.32%,2.03%,1.90%
EASTERLING,"8,433",68.41%,27.17%,0.45%,0.62%,2.00%,1.35%
MACEDO,"8,433",24.52%,1.22%,0.68%,0.26%,0.57%,72.75%
BAEZA,"8,432",5.75%,0.33%,0.15%,0.28%,0.12%,93.36%
SEIDEL,"8,430",95.41%,0.17%,0.59%,0.44%,1.26%,2.14%
SNIPES,"8,428",63.57%,32.14%,0.37%,0.32%,1.90%,1.70%
SANDLIN,"8,421",91.88%,3.57%,0.36%,0.78%,1.38%,2.03%
SHERROD,"8,420",43.66%,51.18%,0.39%,0.31%,2.41%,2.05%
HERBST,"8,419",96.23%,0.18%,0.57%,0.23%,0.88%,1.91%
MONGE,"8,418",12.13%,1.03%,1.10%,0.08%,0.33%,85.32%
SANDBERG,"8,416",95.13%,0.24%,0.72%,0.46%,1.35%,2.09%
SWOPE,"8,415",90.17%,4.71%,0.78%,0.50%,1.79%,2.04%
COVEY,"8,414",92.44%,0.87%,0.76%,1.24%,1.98%,2.71%
KETCHUM,"8,407",88.18%,3.60%,0.57%,2.83%,1.96%,2.85%
BLACKWOOD,"8,407",72.78%,19.04%,0.50%,1.24%,2.03%,4.40%
ALMARAZ,"8,404",4.02%,0.14%,0.21%,0.12%,0.06%,95.44%
SALEM,"8,404",79.11%,4.18%,6.09%,0.25%,4.70%,5.68%
HUTTO,"8,403",91.92%,3.77%,0.25%,0.61%,1.46%,1.99%
DELROSARIO,"8,402",5.15%,0.36%,57.90%,0.13%,4.40%,32.05%
PELAYO,"8,402",3.44%,0.38%,4.78%,0.20%,0.42%,90.78%
PALACIO,"8,400",7.56%,3.62%,5.29%,0.63%,1.26%,81.64%
WEIDNER,"8,400",96.20%,0.24%,0.32%,0.17%,0.94%,2.13%
LEIGHTON,"8,399",91.98%,2.07%,0.58%,1.21%,1.74%,2.42%
DESIMONE,"8,399",95.07%,0.36%,0.33%,0.14%,1.00%,3.10%
RAUSCH,"8,398",95.77%,0.37%,0.57%,0.19%,1.35%,1.75%
DION,"8,395",90.86%,1.63%,1.01%,2.25%,1.43%,2.81%
CADE,"8,391",51.41%,42.61%,0.41%,0.54%,2.30%,2.74%
AGUIAR,"8,390",47.62%,0.62%,1.51%,0.12%,2.04%,48.09%
CAVE,"8,389",79.07%,14.04%,1.70%,0.29%,1.85%,3.05%
DAGOSTINO,"8,388",94.53%,0.21%,0.58%,0.08%,0.95%,3.64%
HAGGARD,"8,384",88.45%,5.58%,0.69%,1.11%,2.04%,2.12%
WENTZ,"8,376",93.95%,1.77%,0.59%,0.53%,1.19%,1.98%
ARMIJO,"8,372",12.08%,0.26%,0.48%,2.54%,0.60%,84.04%
PIAZZA,"8,372",92.68%,0.74%,0.68%,0.22%,0.94%,4.74%
PREWITT,"8,371",75.74%,19.47%,0.39%,0.81%,1.72%,1.86%
FU,"8,370",2.19%,(S),94.06%,(S),2.00%,1.46%
COVERT,"8,369",91.96%,3.19%,0.73%,0.36%,1.42%,2.34%
BERTRAM,"8,369",91.03%,3.07%,0.60%,0.60%,1.57%,3.14%
MARISCAL,"8,368",3.98%,0.18%,0.31%,0.13%,0.16%,95.24%
HOULE,"8,364",87.29%,0.79%,0.69%,6.76%,2.50%,1.97%
HALES,"8,363",85.53%,9.59%,0.62%,0.67%,1.39%,2.20%
NEMETH,"8,362",95.20%,0.32%,0.48%,0.07%,1.27%,2.65%
GATEWOOD,"8,359",50.51%,40.79%,0.50%,2.39%,3.06%,2.74%
ARCHIBALD,"8,359",73.86%,19.85%,0.73%,0.31%,1.65%,3.60%
WINGATE,"8,359",71.92%,23.17%,0.63%,0.43%,1.67%,2.17%
HENNESSEY,"8,357",94.69%,0.77%,0.67%,0.22%,1.28%,2.38%
COCHRANE,"8,355",86.36%,7.83%,0.56%,0.59%,1.97%,2.69%
DAMRON,"8,354",93.51%,1.34%,0.66%,0.68%,1.88%,1.93%
WILLIFORD,"8,352",78.96%,16.14%,0.28%,0.71%,1.89%,2.02%
LOVEJOY,"8,351",81.88%,10.50%,0.56%,2.73%,2.34%,1.99%
LISTER,"8,350",78.66%,14.74%,0.36%,1.34%,1.58%,3.32%
GADDY,"8,342",58.24%,34.04%,1.13%,2.18%,2.46%,1.95%
SOUTHERLAND,"8,336",77.53%,16.46%,0.46%,1.07%,2.27%,2.22%
WICK,"8,333",93.83%,0.43%,0.77%,0.83%,1.55%,2.59%
JEWETT,"8,330",86.99%,5.82%,0.55%,1.84%,1.52%,3.28%
LOGUE,"8,328",91.33%,1.59%,0.97%,0.50%,1.71%,3.90%
HAILEY,"8,327",61.68%,32.36%,0.41%,0.62%,2.46%,2.46%
SILER,"8,327",75.08%,19.65%,0.49%,0.32%,1.98%,2.47%
SCARBROUGH,"8,327",85.47%,10.10%,0.32%,0.68%,1.73%,1.69%
BLUNT,"8,326",46.13%,46.79%,0.43%,0.65%,3.09%,2.91%
PARISI,"8,326",93.47%,0.26%,1.04%,0.14%,1.03%,4.05%
EAGLE,"8,325",79.26%,4.66%,0.67%,9.55%,3.15%,2.71%
WILHITE,"8,325",79.46%,15.44%,0.30%,0.43%,1.75%,2.62%
WHITCOMB,"8,324",92.94%,2.25%,0.62%,0.50%,1.56%,2.13%
CAMARA,"8,324",45.06%,34.41%,3.63%,0.29%,2.70%,13.91%
HAUCK,"8,322",94.70%,0.50%,0.82%,0.47%,1.45%,2.05%
HUTCHESON,"8,321",91.79%,3.56%,0.62%,0.62%,1.49%,1.91%
FAISON,"8,320",18.93%,75.17%,0.19%,0.41%,3.34%,1.96%
TURNBULL,"8,320",86.05%,8.09%,0.66%,0.65%,2.01%,2.55%
MELCHOR,"8,319",4.88%,2.82%,3.55%,0.44%,0.66%,87.64%
BURCHETT,"8,318",88.59%,7.00%,0.24%,0.71%,1.97%,1.49%
COLIN,"8,318",20.20%,8.85%,0.52%,0.14%,0.73%,69.56%
ABDULLAH,"8,314",24.40%,51.36%,13.74%,0.26%,7.28%,2.96%
OROSCO,"8,313",6.63%,1.00%,1.00%,1.46%,0.67%,89.25%
COFFIN,"8,312",91.34%,2.73%,1.00%,1.18%,1.50%,2.25%
FUQUA,"8,312",71.01%,23.40%,0.64%,0.37%,2.44%,2.14%
HEINZ,"8,311",94.26%,0.89%,0.55%,0.32%,1.40%,2.57%
SHUMATE,"8,311",86.82%,8.84%,0.58%,0.46%,1.55%,1.74%
GRIFFIS,"8,309",88.99%,6.46%,0.36%,0.29%,1.96%,1.94%
BATTAGLIA,"8,308",94.73%,0.25%,0.42%,0.12%,1.20%,3.27%
BALLINGER,"8,306",87.95%,6.21%,0.53%,0.67%,2.08%,2.55%
VANMETER,"8,305",94.10%,0.96%,0.88%,0.37%,1.82%,1.87%
SCOGGINS,"8,302",85.16%,9.13%,0.59%,0.98%,1.89%,2.25%
LIEBERMAN,"8,302",96.30%,0.16%,0.77%,0.11%,1.08%,1.58%
NATHAN,"8,300",56.87%,27.13%,9.46%,0.72%,2.95%,2.87%
MCCREARY,"8,298",73.92%,20.17%,0.59%,0.59%,2.43%,2.29%
CATO,"8,298",55.37%,36.53%,1.37%,0.81%,2.41%,3.51%
MAESTAS,"8,296",16.28%,0.25%,0.30%,1.21%,0.42%,81.53%
PARTIN,"8,296",93.08%,2.48%,0.46%,0.57%,1.65%,1.76%
LOVATO,"8,293",19.28%,0.19%,0.24%,4.74%,0.83%,74.71%
GALAN,"8,293",15.31%,0.68%,3.36%,0.19%,0.63%,79.83%
NICKEL,"8,292",95.30%,0.62%,0.55%,0.48%,1.34%,1.71%
PINKSTON,"8,291",67.31%,27.56%,0.30%,0.49%,2.06%,2.27%
CASTO,"8,284",90.13%,0.54%,0.99%,0.31%,1.34%,6.69%
BIANCHI,"8,284",89.67%,0.47%,0.47%,0.11%,0.92%,8.37%
SAMANIEGO,"8,281",6.57%,0.30%,5.58%,0.30%,0.62%,86.63%
JAQUEZ,"8,281",4.67%,0.47%,0.24%,0.40%,0.21%,94.01%
ROUSSEAU,"8,270",81.33%,11.11%,0.58%,1.75%,2.08%,3.14%
LANDA,"8,267",23.87%,0.74%,0.86%,0.19%,0.51%,73.84%
BRACKEN,"8,265",89.72%,5.86%,0.58%,0.33%,1.46%,2.06%
SANTACRUZ,"8,264",6.57%,0.87%,1.62%,0.17%,0.30%,90.46%
CONAWAY,"8,264",79.32%,15.85%,0.45%,0.58%,1.55%,2.25%
WITHROW,"8,262",91.53%,3.21%,0.51%,0.61%,2.05%,2.11%
TRUE,"8,261",91.99%,1.80%,1.46%,0.75%,2.00%,2.00%
FURR,"8,260",86.91%,8.26%,0.39%,0.53%,1.67%,2.24%
CREAMER,"8,255",89.61%,5.38%,0.53%,0.58%,1.47%,2.43%
DELL,"8,255",84.43%,10.08%,0.99%,0.52%,1.49%,2.48%
CHISM,"8,253",62.17%,32.12%,0.47%,0.41%,2.50%,2.33%
BEAR,"8,252",78.05%,0.91%,2.85%,10.53%,2.84%,4.82%
MCCUE,"8,250",93.71%,1.33%,0.56%,0.23%,1.92%,2.25%
MARTZ,"8,250",95.37%,0.32%,0.52%,0.41%,1.15%,2.23%
FOGARTY,"8,245",95.05%,1.04%,0.59%,0.15%,0.97%,2.20%
MCCULLOCH,"8,244",91.87%,3.23%,0.53%,0.34%,1.52%,2.51%
PROSSER,"8,244",88.14%,7.16%,0.55%,0.46%,1.87%,1.83%
DEROSA,"8,241",92.26%,1.13%,0.67%,0.21%,0.89%,4.85%
POORE,"8,240",91.24%,3.20%,0.63%,0.46%,1.71%,2.75%
ODEN,"8,240",61.07%,31.94%,0.57%,0.58%,2.77%,3.07%
IVES,"8,233",91.17%,2.48%,0.81%,1.32%,1.94%,2.27%
WINFIELD,"8,230",43.73%,49.50%,0.30%,0.70%,2.72%,3.04%
SPROUSE,"8,229",93.88%,2.11%,0.36%,0.32%,1.47%,1.86%
KIRKWOOD,"8,227",66.52%,28.36%,0.49%,0.40%,2.25%,1.98%
MOWERY,"8,226",95.68%,0.35%,0.46%,0.50%,1.48%,1.52%
AHERN,"8,221",95.56%,0.34%,0.75%,0.11%,1.01%,2.23%
RHEA,"8,219",84.82%,8.53%,1.25%,0.60%,2.36%,2.45%
WILD,"8,217",94.54%,0.39%,0.84%,0.39%,1.33%,2.52%
GREATHOUSE,"8,217",81.17%,12.75%,0.38%,0.88%,2.79%,2.03%
CASTLEBERRY,"8,210",80.78%,13.75%,0.41%,0.91%,1.55%,2.59%
DEANGELO,"8,205",92.35%,1.78%,0.38%,0.12%,1.05%,4.33%
HEIL,"8,205",94.50%,1.24%,0.83%,0.35%,1.23%,1.84%
SETTLE,"8,202",82.69%,10.78%,0.62%,0.49%,1.98%,3.45%
SPEARMAN,"8,199",42.30%,52.27%,0.37%,0.41%,2.85%,1.79%
WERTZ,"8,198",93.58%,2.00%,0.46%,0.20%,1.21%,2.55%
MONACO,"8,198",94.28%,0.45%,0.65%,0.13%,0.98%,3.51%
REDMON,"8,197",73.21%,21.84%,0.37%,0.34%,2.16%,2.09%
SIDES,"8,194",91.31%,3.86%,0.48%,0.54%,1.64%,2.18%
LEIVA,"8,193",6.86%,0.84%,0.35%,(S),(S),91.68%
WEGNER,"8,192",95.25%,0.29%,0.66%,0.34%,1.16%,2.29%
GUYTON,"8,191",41.70%,52.52%,0.35%,0.22%,2.65%,2.55%
ATCHISON,"8,185",83.05%,11.45%,0.43%,0.71%,1.86%,2.50%
MCCAFFREY,"8,181",94.89%,0.32%,1.05%,0.18%,1.39%,2.16%
DUPUIS,"8,179",94.08%,0.64%,0.57%,1.28%,1.71%,1.71%
VALENTI,"8,174",91.63%,0.40%,0.51%,0.29%,1.13%,6.03%
TALLMAN,"8,174",89.59%,1.03%,0.94%,4.56%,1.60%,2.28%
BRADBURY,"8,172",93.26%,1.93%,0.49%,0.37%,1.86%,2.09%
SEILER,"8,170",94.81%,0.50%,0.53%,0.27%,1.47%,2.42%
MENCHACA,"8,169",7.42%,0.50%,0.33%,0.20%,0.23%,91.32%
CAUDLE,"8,167",80.12%,13.73%,0.43%,0.93%,2.22%,2.58%
LOFTUS,"8,166",95.05%,0.45%,0.56%,0.43%,1.38%,2.12%
PALERMO,"8,165",89.42%,0.24%,1.46%,0.20%,0.93%,7.75%
ULMER,"8,165",80.97%,14.89%,0.39%,0.47%,1.32%,1.96%
WILT,"8,165",95.97%,0.48%,0.45%,0.31%,1.30%,1.49%
LECLAIR,"8,162",91.45%,0.75%,0.59%,2.72%,2.17%,2.33%
SAMMONS,"8,161",89.43%,5.54%,0.44%,1.04%,1.62%,1.94%
AN,"8,160",3.37%,0.87%,92.99%,0.07%,1.42%,1.27%
KNOWLTON,"8,157",90.78%,3.54%,0.69%,0.63%,1.84%,2.53%
DENHAM,"8,156",84.07%,10.03%,0.60%,0.50%,1.86%,2.93%
TILLERY,"8,156",59.50%,34.16%,0.36%,1.02%,2.26%,2.71%
STALLWORTH,"8,155",9.26%,84.01%,0.29%,0.31%,3.69%,2.44%
RALPH,"8,153",82.41%,12.14%,0.80%,0.45%,1.56%,2.64%
TRACEY,"8,152",84.92%,8.92%,0.72%,1.58%,1.62%,2.23%
SCHREINER,"8,152",95.50%,0.17%,0.69%,0.34%,1.05%,2.24%
MERCIER,"8,149",85.41%,8.26%,0.64%,1.64%,1.60%,2.45%
OVIEDO,"8,145",4.51%,0.25%,0.85%,0.11%,0.17%,94.12%
STINNETT,"8,142",88.65%,6.18%,0.53%,0.69%,2.01%,1.94%
FERRARI,"8,141",88.49%,0.92%,0.53%,0.10%,1.11%,8.86%
SCHOEN,"8,140",95.63%,0.64%,0.71%,0.43%,1.01%,1.58%
ARMOUR,"8,139",60.35%,33.36%,0.74%,0.84%,2.78%,1.94%
MOEN,"8,138",95.64%,0.26%,0.84%,0.29%,1.25%,1.72%
NUTTER,"8,137",89.11%,6.27%,0.48%,0.66%,1.61%,1.87%
CHAVES,"8,137",39.67%,1.50%,1.90%,0.75%,1.20%,54.97%
ROBSON,"8,137",91.84%,2.80%,1.04%,0.29%,1.61%,2.41%
VELARDE,"8,135",12.96%,0.23%,4.61%,2.02%,0.68%,79.51%
DUPRE,"8,131",86.20%,7.98%,0.41%,1.29%,1.53%,2.60%
RIDENOUR,"8,130",94.37%,0.39%,0.41%,0.86%,1.45%,2.52%
STRUNK,"8,129",96.28%,0.27%,0.27%,0.33%,1.32%,1.53%
HARDISON,"8,128",69.71%,25.38%,0.42%,0.79%,1.89%,1.81%
FRASIER,"8,124",64.97%,30.06%,0.47%,0.58%,2.08%,1.85%
TILTON,"8,124",92.49%,2.02%,0.91%,0.23%,2.02%,2.33%
PENDERGRASS,"8,123",74.22%,20.82%,0.26%,0.94%,1.80%,1.97%
FAIN,"8,122",81.83%,12.02%,0.70%,0.81%,2.04%,2.60%
RAMSAY,"8,120",77.66%,16.64%,0.74%,0.28%,2.20%,2.48%
MANRIQUEZ,"8,119",4.40%,0.17%,0.36%,0.46%,0.20%,94.42%
FORT,"8,117",62.22%,31.02%,0.46%,0.53%,2.08%,3.70%
TROY,"8,109",78.11%,15.29%,1.17%,0.48%,2.26%,2.69%
WILBANKS,"8,107",93.45%,1.92%,0.58%,0.78%,1.65%,1.62%
CLEM,"8,107",93.91%,1.47%,0.43%,0.86%,1.55%,1.78%
MONTEMAYOR,"8,106",7.66%,0.25%,8.99%,0.14%,0.63%,82.33%
WILKE,"8,106",94.77%,0.48%,0.48%,0.91%,1.37%,1.99%
BAZAN,"8,104",14.04%,0.35%,0.41%,0.35%,0.17%,84.69%
HYNES,"8,104",90.02%,4.99%,0.74%,0.36%,1.36%,2.54%
HOLCOMBE,"8,103",85.81%,10.54%,0.49%,0.35%,1.26%,1.55%
HEFNER,"8,100",94.84%,0.72%,0.48%,0.75%,1.46%,1.75%
ENOS,"8,097",76.88%,2.40%,3.88%,7.74%,4.57%,4.53%
MANESS,"8,095",91.64%,3.68%,0.49%,0.72%,1.40%,2.08%
